VF7XU9HXCJS036270,Renault,Clio,2015,Gris,60000,5,13000,Location,Berline,1200,2023-03-05
VF1LC0NM6F0109144,Peugeot,208,2020,Blanc,15000,3,18000,Vente,Compacte,1050,2023-03-07
VF7XU9HXCJS036267,Citroen,C3,2016,Rouge,45000,5,10000,Location,Hatchback,1150,2023-03-08
VF1LW5FV3FJ157772,Volkswagen,Golf,2018,Bleu,35000,5,24000,Vente,Compacte,1400,2023-03-09
VF1AAAA0F67031390,Dacia,Logan,2008,Noir,120000,4,4000,Location,Berline,1050,2023-03-10
VF7XU9HXCJS036271,Ford,Fiesta,2015,Vert,65000,5,9500,Vente,Hatchback,1100,2023-03-11
VF1RFA5V6C0670836,BMW,Serie 1,2012,Gris,80000,5,13000,Location,Compacte,1500,2023-03-13
VF1LW5FV4EJ400449,Audi,A3,2014,Rouge,55000,5,20000,Vente,Berline,1450,2023-03-14
VF1CNCZ0F48912151,Mercedes-Benz,Classe A,2016,Blanc,40000,5,28000,Location,Hatchback,1250,2023-03-15
VF1LB0AH5C7653737,Toyota,Yaris,2012,Bleu,95000,5,8000,Vente,Compacte,950,2023-03-16
VF1BB0CG642762701,Renault,Laguna,2007,bleu,100000,5,15000,Vente,Berline,1500,2023-03-17
WDD2210561A158211,Mercedes-Benz,Classe S,2013,gris,80000,4,35000,Location,Coupé,1900,2023-03-18
WVWZZZ1KZ8W109879,Volkswagen,Golf,2009,rouge,120000,3,8000,Vente,Berline,1300,2023-03-23
1C4PJLDS6KW511518,Jeep,Cherokee,2019,blanc,20000,5,42000,Location,SUV,1900,2023-03-23
1G1PC5SB1E7468027,Chevrolet,Cruze,2014,vert,60000,4,10000,Vente,Berline,1400,2023-03-25
JTNKU3JE2FJ001625,Toyota,Yaris,2015,bleu foncé,70000,5,11000,Location,Citadine,1100,2023-03-26
SALVP2BG7HH315831,Land Rover,Range Rover Sport,2017,gris foncé,40000,5,55000,Vente,SUV,2400,2023-03-28
1C6SRFJT9LN124271,Ram,1500,2020,noir,15000,4,50000,Location,Pick-up,2500,2023-03-28
JTHBE1D20F5003012,Lexus,ES,2015,argent,80000,4,25000,Vente,Berline,1700,2023-03-28
WBA3A5C54DF359324,BMW,Série 3,2013,bleu clair,90000,4,20000,Location,Berline,1600,2023-03-28
1GKDT13S432310687,GMC,Envoy,2003,argent,180000,4,4000,Location,SUV,2200,2023-03-28
5UXFE43528L034542,BMW,X5,2008,bleu foncé,120000,5,13000,Vente,SUV,2200,2023-03-29
1FADP3F2XFL261114,Ford,Focus,2015,rouge,60000,4,8000,Location,Berline,1400,2023-03-29
WDD2221861A194294,Mercedes-Benz,Classe S,2015,blanc,70000,4,36000,Vente,Coupé,2000,2023-03-29
2C3CCAGG7JH126885,Chrysler,300,2018,noir,40000,4,24000,Vente,Berline,1900,2023-03-29
WBA3B9C59DF581961,BMW,Série 3,2013,gris,90000,4,15000,Location,Berline,1500,2023-03-29
JN8AS5MT5AW001684,Nissan,Rogue,2010,bleu,120000,5,7000,Vente,SUV,1700,2023-03-30
JTHCK262382015990,Lexus,IS,2008,vert,130000,4,9000,Location,Berline,1600,2023-03-30
1N4BL2AP3CN456357,Nissan,Altima,2012,rouge,80000,4,10000,Vente,Berline,1500,2023-03-30
WAUEFAFL6AN015952,Audi,A4,2010,bleu foncé,110000,4,11000,Location,Berline,1600,2023-03-30
1G1BC5SM6H7248546,Chevrolet,Cruze,2017,gris,50000,4,12000,Vente,Berline,1400,2023-03-31
WDDPK5HA8GF105415,Mercedes-Benz,Classe C,2016,rouge,60000,4,28000,Location,Berline,1700,2023-03-31
5N1AT2MT2FC812656,Nissan,Pathfinder,2015,blanc,80000,5,19000,Vente,SUV,2000,2023-03-31
WDCGG8HB5EG232323,Mercedes-Benz,GLK,2014,noir,70000,5,21000,Location,SUV,1800,2023-03-31
VF1CDB1F665474149,Peugeot,208,2015,Vert,73000,5,10500,Location,Citadine,1050,2023-03-31
VF7VU9HZ6EZ143764,Citroën,C4 Picasso,2014,Bordeaux,98000,5,8500,Vente,Monospace,1400,2023-03-31
WBA3N3C57GK254798,BMW,Série 3,2016,Gris,62000,4,18000,Location,Berline,1450,2023-04-01
WDD1760431J585364,Mercedes-Benz,A-Class,2018,Blanc,32000,5,26500,Vente,Compacte,1290,2023-04-01
2C3CDXBG0HH601391,Dodge,Charger,2017,Noir,48000,4,23000,Location,Berline,1800,2023-04-02
WDC2539861X062536,Mercedes-Benz,GLC,2017,Rouge,57000,5,36500,Vente,SUV,1925,2023-04-02
JTDKN3DU6B1442086,Toyota,Prius,2011,Bleu,140000,5,5000,Location,Compacte,1280,2020-07-24
WBA8E5G53GNT43587,BMW,Série 5,2016,Noir,78000,4,25500,Vente,Berline,1720,2018-11-29
VF7VD5FS0EJ610860,Citroën,C4 Cactus,2014,Jaune,69000,5,7800,Location,SUV,1200,2020-02-06
WDD1690321J306021,Mercedes-Benz,B-Class,2008,Argent,135000,5,4000,Vente,Monospace,1410,2022-09-15
2A8HR54P78R838277,Peugeot,308,2008,Vert Olive,95000,5,7500,Vente,Berline,1200,2018-05-21
1FTMF1E55KKE29667,Toyota,Yaris,2019,Bleu Céladon,15000,5,18000,Location,Berline,1100,2019-03-19
1GKET16S336108900,Volkswagen,Golf,2003,Rouge Carmin,200000,3,5000,Vente,Compacte,1300,2018-06-03
JN8AS5MTXFW761655,Mercedes-Benz,Classe A,2015,Noir Ébène,80000,5,19000,Location,Compacte,1400,2020-10-27
1G8ZH5280TZ245669,Honda,Civic,1996,Argent Polaire,300000,4,3500,Vente,Berline,1200,2023-02-19
1N4BA41E27C829994,Citroen,C3,2007,Gris Clair,120000,5,5000,Location,Berline,1100,2021-06-08
1J4GW48S33C538940,BMW,Série 3,2003,Noir,180000,5,6500,Vente,Berline,1500,2022-02-05
1FA6P8CF6G5204786,Audi,A4,2016,Blanc Glacier,40000,4,27000,Location,Berline,1400,2019-06-24
2C3CDXBG1CH175443,Subaru,Impreza,2012,Brun Acajou,100000,4,11000,Vente,Compacte,1200,2022-04-18
1G4PR5SK2C4177666,Mazda,3,2012,Bleu Nuit,80000,5,9000,Location,Berline,1300,2020-01-11
1G1YY32G045137245,Chevrolet,Corvette,2004,Blanc,96000,2,21000,Location,Sportive,1430,2021-07-16
2G1WF52E059181328,Chevrolet,Impala,2005,Rouge,185000,4,6000,Vente,Sedan,1605,2019-11-06
1B3EL36X13N544178,Dodge,Neon,2003,Noir,142000,4,3000,Location,Compacte,1249,2019-08-07
1G8ZK5275XZ153317,Saturn,L-Series,1999,Bleu,225000,4,2500,Vente,Sedan,1395,2023-01-08
5LMJJ3J51BEL02090,Lincoln,MKT,2011,Gris,150000,4,15000,Location,VUS,2331,2021-03-20
1HGCM66593A027660,Honda,Accord,2003,Argent,190000,4,4500,Vente,Sedan,1465,2020-03-13
1G4GE5EV1AF270056,Buick,Lacrosse,2010,Blanc,90000,4,11000,Location,Luxe,1825,2018-03-06
1G6DW547XLR710376,Cadillac,Fleetwood,1990,Vert,128000,4,6500,Vente,Sedan,2054,2020-04-17
WUAPV54B43N903569,Audi,RS6,2003,Gris,120000,5,20000,Location,Sportive,1870,2021-06-26
JF1GE6A60CH206925,Subaru,Impreza,2012,Rouge,80000,4,13000,Vente,Compacte,1435,2022-03-19
VF1AG462K24863452,Renault,Laguna,2005,Bordeaux,120000,5,13000,Location,Berline,1500,2019-02-15
WDDGF8BB8AF465796,Mercedes-Benz,Classe C,2010,Gris,80000,4,25000,Vente,Coupé,1700,2018-09-23
WV2ZZZ2KZ6X074902,Volkswagen,Transporter,2006,Jaune,200000,4,10000,Location,Fourgonnette,1900,2020-11-28
5GZCZ23D44S823096,Saturn,VUE,2004,Vert,180000,5,5000,Vente,SUV,1600,2022-10-04
3D7KU28D53G744361,Dodge,Ram Pickup 2500,2003,Noir,300000,2,8000,Location,Pick-up,3000,2023-02-03
3N1AB6AP4DL745369,Nissan,Sentra,2013,Rouge,60000,4,14000,Vente,Berline,1300,2021-06-20
WDBUF87J24X183669,Mercedes-Benz,Classe E,2004,Blanc,150000,4,12000,Location,Berline,1700,2021-09-21
WDBRF81J53F352141,Mercedes-Benz,Classe C,2003,Noir,200000,4,6000,Vente,Berline,1600,2021-05-01
2C3CDXBG6HH529674,Dodge,Challenger,2017,Argent,40000,2,30000,Location,Coupé,1800,2022-06-08
1GTEC14V4YE228962,GMC,Sierra 1500,2000,Brun,250000,2,4000,Vente,Pick-up,2400,2018-08-09
3VWRL71KX5M624255,Volkswagen,Passat,2005,Bleu,150000,5,12000,Location,Berline,1500,2019-04-01
2C3CDXHG6GH235239,Chrysler,300C,2016,Gris,80000,4,35000,Vente,Berline,1900,2021-12-15
1G6DW677570114710,Cadillac,Escalade,2007,Noir,200000,5,18000,Location,VUS,2500,2020-07-10
1FMEU73E07UA69550,Ford,Explorer,2007,Bordeaux,170000,5,9000,Vente,VUS,2000,2019-06-23
5FNYF5H92LB023046,Honda,Pilot,2020,Argent,15000,5,45000,Location,VUS,1900,2020-10-29
5GZCZ23D64S886662,Saturn,VUE,2004,Vert,220000,5,5000,Vente,VUS,1600,2021-10-20
JTDKDTB37A1358646,Toyota,Prius,2010,Rouge,120000,4,10000,Location,Compacte,1200,2021-08-16
2GKALMEK2F6411379,GMC,Terrain,2015,Blanc,75000,5,25000,Vente,VUS,1800,2019-12-11
1N4AA6AV2JC379063,Nissan,Maxima,2018,Noir,40000,4,28000,Location,Berline,1700,2018-08-28
1G1BL52P7TR107873,Chevrolet,Lumina,1996,Gris,320000,4,4000,Vente,Berline,1600,2019-06-05
1GYS4CKJ7FR156314,Cadillac,Escalade,2015,Blanc,90000,5,48000,Location,VUS,2800,2021-01-12
3D7TT2CT8BG117921,Ram,2500,2011,Argent,150000,4,30000,Vente,Camionnette,3500,2020-05-16
3VWPL7AJ9DM672383,Volkswagen,Jetta,2013,Noir,90000,4,12000,Location,Berline,1300,2020-05-03
1GNKVGKDXHJ111205,Chevrolet,Traverse,2017,Beige,60000,5,32000,Vente,VUS,2100,2019-09-28
1G1BC5SM2G7259363,Chevrolet,Cruze,2016,Bleu,45000,4,14000,Location,Compacte,1200,2021-09-18
5FNRL38458B124625,Honda,Odyssey,2008,Gris,180000,5,10000,Vente,Fourgonnette,2200,2020-09-10
1FM5K8D81GGB92846,Ford,Explorer,2016,Vert,70000,5,32000,Location,VUS,1900,2022-09-10
5NPD84LF9KH404781,Hyundai,Elantra,2019,Blanc,25000,4,20000,Vente,Compacte,1300,2020-11-06
1GCHK29U43E183471,Citroen,C4,2006,Vert,150000,4,14500,Location,Compacte,1720,2020-11-25
JTDKDTB30C1514658,Toyota,Corolla,2012,Argent,90000,4,18000,Vente,Berline,1320,2021-04-09
WBADW7C55CE730962,BMW,Serie 5,2012,Vert,120000,4,23000,Location,Berline,1780,2022-08-05
1G1PC5SB3E7160723,Citroen,C3,2009,Noir,100000,5,8000,Vente,Petite,1320,2018-08-14
JTHFN48Y020015474,Toyota,Avalon,2002,Bleu,220000,4,4000,Location,Berline,1530,2019-05-08
JN1AZ4EH4FM446205,Nissan,Maxima,2015,Rouge,60000,4,29000,Vente,Sportive,1560,2019-05-26
WDDNG8EB3DA521052,Mercedes-Benz,Classe S,2013,Noir,80000,4,44000,Location,Limousine,2150,2020-06-22
WDDNG7EB3AA306856,Mercedes-Benz,Classe S,2010,Gris,140000,4,19000,Vente,Limousine,1970,2020-02-12
1GYS4BKJ9FR261998,Cadillac,Escalade,2015,Blanc,50000,5,58000,Location,VUS,2580,2019-10-11
WBACD4323VAV46579,BMW,Serie 3,1997,Rouge,280000,4,3000,Vente,Berline,1370,2021-02-22
2G61M5S31D9262549,Cadillac,XTS,2013,Argent,70000,4,28000,Location,Limousine,1950,2019-02-06
JTHBK1EG2A2431221,Toyota,Corolla,2010,Noir,110000,4,10000,Vente,Berline,1320,2019-06-30
WDDGF8AB8EG146484,Mercedes-Benz,Classe C,2014,Blanc,65000,4,21000,Location,Berline,1650,2019-04-05
1FTEX1C84AFB61715,Ford,F-150,2010,Noir,100000,4,17000,Vente,Pick-up,2120,2020-11-02
1FAHP2F87DG177357,Ford,Taurus,2013,Bleu,80000,4,12000,Location,Berline,1740,2020-05-01
1FT7W2BT6EEA88616,Ford,F-250,2014,Blanc,90000,4,30000,Vente,Pick-up,3140,2021-09-23
2GTEK19B951178294,GMC,Sierra 1500,2005,Noir,180000,4,8000,Location,Camionnette,2360,2022-02-13
1GNKVJED1CJ340267,Chevrolet,Traverse,2012,Gris,120000,4,15000,Vente,VUS,2060,2019-01-26